text,label
"When the students study with their friends, they should have schedule to use their time in an effective manner",1
"I can receive some helps from other student as well as improving my learning skills, also managing of time is another achievements of group-studying",0
we must help animals live safely and comfortably in their own environment,0
we have to assit animals and provide them the best quality of life possible,0
Scientific facts showed the damage that zoos can inflict on animals,0
many zoos do not meet the standards of care required for them,0
Many scientific studies have revealed the detriment that zoos have caused to animals,0
"like we, human beings, animals are delivered to this world with genetic instincts",1
"When we captivate animals and put them to live a style of life that they are unfamiliar with, they begin to loose those in-born instincts",1
"when they are released or in the worst case, when they escape, they act disorientated and this contributes to the animal mortality rate",1
various zoos do not have the proper implements or policies that assure the quality of animal care,0
I was shocked by the cruelty which animals were treated,1
I can not think of any staff memeber who did not have an improper behaviour towards the animlas in the zoo,1
They beat them up,1
they did not wanted to eat their meals and then excused themselves saying that it was a way to train the animals,1
"If a university plans to develop a new research in my country and I have to choose between establishing a centre for business research or a centre for agriculture research, I would opt for the second one",0
my country has a lot of land which is useful for the agriculture,1
Most of these lands are left without any treatment,1
The centre for research in agriculture can help my co-citizens to better exploit these land,0
This centre can also help people there to solve their issues related to their land,0
"Especially, if they have no knowledge or education in this field",1
the centre for research in agriculture helps the economy of my country to improve,0
The agriculture field has only thirty percent as a market part,1
The centre of research can raise the market part of this field by developing the agriculture products,1
the dates are the most important agriculture product in my country,1
"The centre of research for agriculture can make some research in how to get a good quality of this product, how to treat the Palme and maybe how to treat the land of the palms",1
Another reason that makes the centre of research for the agriculture more important than the centre of business research is that the first one can create a lot of jobs,0
showing people how to exploit a land and get good agriculture products will push people to think about working in the field of agriculture rather than working in business or other field to make money,1
a centre of business research is more important,0
we have to be in parallel with the advanced countries which have focused in business field,1
"being a developed country does not mean that we have to focus only in business, but we have to focus on what really bring us to the level of self satisfaction, and the agriculture for our country is the field that can realize that",1
"My country need to focus more on the agriculture by establishing centers for research in this field, which will have some very positive consequences on agriculture people work, on the economy and on the employment",0
One of these several ways of learning that I prefer is doing things by my self rather than learning by reading about things or learning by listening to people talking about,0
learning by doing things develops our maturity,0
"When you do things by your self, you learn to depend on yourself",1
You will not be in need to refer to books or persons,1
The fact of doing things by ourselves can help us to get some experiences that would strong our maturity,1
"if some one wants to learn how to be a leader, they have to experience this by being in a real situation of leading a team or a group, or even a situation",1
We can not be leaders by reading books or by listening to person talking about leading,1
learning by doing things is more exciting than learning by reading about things or listening to people talking about,0
There are a lot of things in life that should be learnt by doing them,1
Reading about things or listening to people talking about can rarely submit the same sensation or the same excitement to some one who wants to learn about the same thing,1
People who want to learn how to swim have to go to the beach or to the swimpool and laid themselves in the water to feel and know what is swimming,1
Nor listening to people or reading about can teach them swimming,1
we find more motivation to continuing on learning by doing things,1
"With the time, Reading about things or listening to people talking about could become more and more boring",1
Learning by doing things gives us more and more pleasure especially if we success in learning perfectly this things,1
we become motivated to learn other things by doing them,0
learning by doing things is the best way and the best method to learn things,0
there are good arguments in favour of this trend,0
cheap flight can make many serious problem,0
the drawbacks of cheap air fares outweigh the benefits,0
"cheap air fares have broadened travel possibilities for many people, particularly for the lower income group",0
"These days, millions of people can travel around the world for work or pleasure",1
"They can develop their careers, broad their knowledge, and interact with many other people from varied cultural backgrounds",1
"travels also help to promote the tourist industry development, boost the economy and job markets of many countries",0
growing of cheap flights really have negative impact on environment,0
more flights could mean bigger and busier airport that may be grown the air pollution for people who live and work close to it,1
the biggest concern is the effect on global warming,1
Burning plane fuel can releases carbon dioxide into environment that cause the Earth to heat up,1
"while many efforts are being made to reduce CO2 emissions from cars and factories, nothing is being done to reins the airlines",1
governments should certainly spend money on the public transportation system,0
it would deal with problems that the rising number of private cars is creating,0
the using of public transportation reduces the amount of resources using on transportation,0
the more cars we use means that the faster gasoline in this world is used up,1
"Cars depend on gasoline, which is a non-renewable resource",1
"if the public transportation is efficiently used, the amount of gasoline consuming per person will be much lower",1
"this definitely helps to reserve our invaluable natural resource, gasoline",1
public transportation helps to solve the air pollution problems,0
public transports use much less gasoline to carry people than private cars,1
"It means that by using public transports, the less gas exhaust is pumped to the air and people will no longer have to bear the stuffy situation on the roads, which is always full of fumes",1
using public transportation is much safer than private transportation,1
"According to National Safety Council, riding the bus is over 170 times safer than private care",1
"there is no reason that governments should hesitate to invest in public transportation, a healthy, safe and economical way of transporting",0
spending money on improving public transportation is necessary,0
"it is the key to protect our world, creating a healthy and safe environment for people to live in",0
human activities are having a bad effect upon our planet,0
"human are polluting the Earth's environment, exhausting natural resource and threatening the living of other species",0
People are corrupting their ecosphere,0
"In recent decades, concurrently with the increase of human consume, the waste discarded by human also multiplies",1
"These wastes including household waste and industrial waste are so big that a ""new"" continent is now being formed in the sea from garbage",1
"the industrial exhaust gases are adulterating the air, causing the insalubrious phenomenon such as acid rain, global warming or climate change",1
people are draining the Earth's natural resources,0
"These resources such as oil, coal are vital for human activity",1
"nowadays, the exploitation activities of these resources are increasing dramatically to adapt to the infinite need of people",1
"Researchers indicated that most of natural resources are un-recyclable and only several decades after, the Earth's natural resources are totally exhausted",1
"At that time, human activity will be seriously affected due to the dependence on these resources",1
people are endangering other species' live,0
Hunting has been a fundamental activity of human for having food,1
"Through million years of hunting, especially in recent centuries with the innovation of rifle and dynamite, people have killed many animals and even have made some kinds of them become extinct",1
"people, suffering from the population pressure, are expanding their living area",1
the living area of other species narrowed,1
This narrowing of living region is pushing many creatures to the brink of extinction,1
human activity are gradually destroy the Earth,0
"it is polluting the Earth environment, depleting the resource and imperiling other species' lives",0
supporting art will benefit the human beings and the company in short-term interest,0
I still hold the environment protection for long-term interest,0
conservation is more urgent now than at any time in history,0
supporting environment protection will benefit the company eventually,0
conservation leads us to a higher standard of living,0
an increasing amount of people pay more attention to conservation,1
sponsoring conservation is a more efficient method of advertising,1
"Just imagine if the project your company is sponsoring effectively improves the environment, then your company would be known as an environmentally-friendly company and benefit from it in this consumer-oriented society",1
"According to a statistic conducted by the International Animal Preserving Association, we have only ten percent of the animals that have ever existed, which means that the biodiversity of our home is grievously endangered",1
"rising sea levels, caused by global warming, have reached a level that is threatening human's life in many countries",1
"If we continue discharging carbon dioxide with non-environmentally friendly cars, nations like Japan will be submerged and weather patterns could change, causing flooding, drought, and an increasing amount of damaging storms",1
"the ecosystem is in its worst condition ever and if we didn't take harsh measures now, we never will",1
art is one of the best ways of entertaining human beings,1
"with exhaust fumes and acid rain, we do not have the energy and enthusiasm to appreciate the paintings or photographs",1
Biodiversity and a more beautiful nature are not only the results of abetter environment but also are the necessities of photography and other types of art,1
it is one's hard work that helps him reach his target,0
I do not see any rational in believing in luck to reach one's goals,0
it is good to be lucky,1
depending on luck for everything is not good,0
I strongly believe in hard working that would not easily disappoint you as luck sometimes does,0
"if you depend only on luck for all your accomplishments, you are taking a great risk",0
Luck is something intangible and no one can guarantee that it would ever come your way,1
"If it doesn't work, it would be a great disappointment",1
"all my accomplishments were backed by my hard work, not my luck",0
I never did encounter any disappointments of missing my goals,1
"if you strive hard to achieve what you want, then your hard work would take you at least closer to your final goal",1
those who believe in hard work are clear about their goals and know about their final destination,0
They carefully organize the process of achieving their targets and continue to evaluate their progress until they reach the final goal,1
"If you believe in luck, you would be clueless about where you are heading",1
"a friend of mine, who had severe financial constraints, had the habit of buying lottery tickets thinking that one day he would win a lottery",1
He was living in an illusion that he can solve his financial issues with this lottery,1
up to this day his luck has not appeared and problems have got further worsened,1
"if you work hard, luck too might shine on you and take you some more steps further ahead from your actual target",0
my boss worked tirelessly for his promotion,1
He looked at every aspect that he needed to qualify for the promotion,1
He realized that having a master's degree would be a great credential for him to outperform his competitors,1
"he had many commitments at home and work, he somehow managed to complete this degree before he was eligible to apply",1
At the end he was not only able to get the promotion amidst a stiff competition but also got nominated for a foreign scholarship,1
he had more credentials than other officers in his capacity,1
students should be free not to attend classes,0
it improves the quality of student life as well as their learning motivation and teaches important life skills,0
it is clear that going to classes should be optional for students,0
I hold this belief due to the improvement of students' current experience as well as the valuable skills and knowledge they obtain for their whole life afterwards,0
"some students might learn better at home on their own, for instance, by reading the textbook",0
This problem occurs especially if the lecturer is lethargic,1
By letting students choose not to attend class you give them the opportunity to escape bad teaching,1
they are able to save precious study time and dive into the course syllabus independently,1
being free to stay away from classes improves flexibility and therefore quality of student life,0
Sometimes the wild party on Thursday night is too good to end already at midnight only because of a lecture on Friday in the morning,1
With a liberal policy students are able to postpone the learning to the afternoon which gives a feeling of freedom and improves time efficiency,1
"Research has shown that the more satisfied the students are with those life aspects, the better they perform in academic areas",1
Intrinsic motivation is known to be much more desirable because it leads to better learning and well-being,1
By giving students the freedom to choose about class attendance they might rather be thinking about why they decided to study and learn to motivate themselves,0
These are crucial skills for the duration of their study and their whole life time,1
in order to gain intrinsic motivation students need to become aware of their strengths and aims,1
I would prefer to live in a small town,0
"I think a small town has some advantages, such as good weather, a healthy life and better facilities",0
I prefer to live in a small town,0
"it has some advantages such as less stress, because of better weather conditions and also, better relationship within a town",0
In small town people know each other and have better deal together than big cities,1
on big cities people feel alone and depress more than small cities,1
people in small town have more happiness and friendship and less illness and stress,1
the first advantage of living in a small town is a healthy life that we can obtain due to many items,1
One of the conditions that helps us to be healthy is good weather and less population that exist in a small town,1
in a small town there are less crowded and less traffic,1
Living in a place with less pollution such as air pollution or sound pollution helps us to have a healthier life and one of the main consequences is less stress and more happiness,1
in a small town foods and materials we need are healthier than in big cities and there are fresh foods and fruits,1
it is obvious that living in small towns is healthier than in big cities,0
another advantage of small towns is living costs,0
"Living cost is one of the important concerns in every society and then, in a small town living cost is fewer than in big cities",1
in a small town we can live in big houses with good landscapes,1
because of less crowded spaces we have more facilities and more services,1
Transportation cost is less than in big cities and we have less traffic,1
we can save time and money,1
young people tend to study or work in urban areas,0
these provide them many educational opportunities and career potentials,1
I do not approve of this trend due to negative effects such as low quality of life and affecting the environment,0
cities often offer more well-paid jobs and study chances compared to rural areas,1
they move to big cities to pursue academic career and find jobs in order to have a higher standard of living,0
many large companies and universities often locate in cities which are hailed as promising lands to develop their career,1
"if a gradate stays in the city after leaving his college and seeks a job with good salary instead of returning his village to do farm work, he could perhaps buy a house or his own car after a short time",1
cities cannot provide adequate space for thousands of dwellers that might lead to poor housing conditions and sanitation,0
the burgeoning number of young adults from the countryside flocking to cities gives rise to overpopulation in cities,1
it might put strain on the environment,1
"If there are more people in the cities, there would be large numbers of vehicles on the road, which causes air pollution",1
it will take some time on it,0
high school students should take a course on basic economics,0
it can provide students a sense of direction in academy,0
"Basic economic class can help the students touch the surface of this field, let them to know what this subject mainly discuss",1
That will help the students cultivate their own interest and a sense of career orientation,1
students may study harder for their economic dreams,1
economy is always correlate with politics,1
"students can study specialized knowledge along with some Politian status, which may open their vision toward the nation and don't get limited in the textbooks",1
there is also an intimate connection between economy and enterprises,1
students can also gain knowledge more practical and vivid,0
the basic economic course can also help with the students when they go to college,0
"They may feel more readily to learn the knowledge in this field and save much time, with that they are able to study more efficiently and more deeply than other students",1
That as well would provide the students with more confidence and let them become more compatible,1
I suggest the basic course of economic is necessary,0
it will yield more negative results than positive ones,0
it should be made available for a wide range of learners,0
"it should be up for grabs for a majority of young people, who wish to pursue their passion as well as develop comprehensively",0
university is not just about academic studies but also a place to nurture artistic talent and develop soft skills,1
there is a tendency for social vices to rise if university is to be restricted to only the best people,0
"Apart from the disheartened ones, many devoiding of neccessary preparations are likely to be recipes for failure when applying for jobs, mostly the white-collar ones",1
outstanding academic students are eligible for university due to their intellectual advantage,0
"such abstract or complicated informatin, easily absorbed by those students, may prove as a matter of pressure for those who lack equivalent skills",1
it is undeniable that one deserves what he has done,1
University is like a gift presented to those who have gone to great length to attain,1
a greater proportion of the budget should be allotted to education and prevention issues in comparison with treatment due to achieve more effective health system and greater level of well-being,0
governments should devote a greater portion of their health budgets to health education and means for precautions,0
education and preventative measures should receive a greater budget is the potential improvements in health system,1
decreasing the number of patients in the health system can lead hospitals and healthcare centers to be managed effectively which will result in better treatments for current patients,1
society should be educated and became aware of health issues so that the potential precautions on the way of illnesses can be taken instead of trying to provide treatment for the increasing number of patients,0
governments should allocate more budget on prevention from illness and providing health education is the welfare of the society,0
there is nothing more important than health in a human's life and the happiness and welfare come with health,1
a government's role should be providing means that lead its citizens to learn how to prevent from potential illness that can cause misery in people's lives,1
the marketing campaign of Ministry of Health in Turkey which aimed smoking problem among the youth increased the well-being of those who quit smoking and adapted a better lifestyle after the campaign,1
the capability of working independly is more significant,0
the capablity of working alone is the foundation for the skill to work in team and plays a significant role in a lot of situations,0
"in many important cases when team-working is not possible, the ability to work alone will help",1
effective cooperation can make things easier and faster,1
The apperant example is that there are a lot of tests that do not allow team-working,1
"Let's imagine that you perform really well when you can discuss the problems with other people, but you have no experience of working alone, standardized tests such as SAT, TOEFL may be your nightmares",1
"Testing is a very important aspect of life, and still the majority of tests do not allow you to work in team",1
"if you want to get brilliant achievements such as going to college, acing your school's final tests, you should consider learning to work on your own",0
the ability to work alone will help you increase your ability to work with other people,0
Working in team does not mean that you do not have to come up with your ideas,1
"Everybody in a team must have his/her own opinion first, then discuss them with other members",1
"When we work in team, we still think individually",1
our brain are not connected but separate,1
"When everyone in a team can come up with his/her own ideas, working in team will definitely more effective",1
It spoils the smoker's reputation and threats other people's health,1
"it is unwise to smoke in a restaurant as well as other public places, and relevant state laws should be codified to strictly prohibit it",0
smoking in a restaurant is a harmful and disrespectable behavior,0
"smoking should be prohibited in restaurants as well as other public places, and that we should support states laws to ban it",0
"smoking not only damages the restaurant's environment, but also imposes a potential threat on others' health",0
"the second-hand smoke, which comes from the smoker's mouth, puts an even greater threat on surrounding people's health than the smoker himself",1
smoking in restaurants should be strictly banned,0
it makes the restaurant a polluted place which threatens every customer's health,1
"if there is only one person smoking in a restaurant, all others will smoke unconsciously and their health is under attacked",1
some burned substance in a cigarette can easily deteriorate a person's respiratory system after he/she inhales it,1
"it is too strong to assert that smoking should be prohibited everywhere in the society, one smoking in a restaurant is considered to enjoy his time with the ignorance of others' health",1
"the disgusting smoke will severely affect their appetite, or, in other words, spoil their meals and make them an unpleasant experience",0
"The smoke exhaled from the smoker often makes other people feel uncomfortable or disgusted, thus affecting their mood in having their meals",1
"This, on the other hand, can indirectly decrease the restaurants' popularity",1
fewer people are willing to consume there due to their unpleasant experiences,1
"Not only does it aggravate his health, making him more subject to respiratory diseases, but also it damages his public image and reputation",1
most people see smoking in restaurants as an impolite human behavior,1
This is especially true when the smoker is a popular political figure or an entertainmening celebrity,1
the public are likely to believe that the smoker lacks basic civility and should not be encouraged to be a public leader,1
smoking does no good to the smoker himself,0
Having one's own hobbies and doing physical activities can bring us a lot of benefits,0
it may take us a lot of times to develop our personal hobbies,0
it is good for us to have hobbies and do physical activities which are different from our work,0
"doing so can bring us a healthy body, a refreshed mind and a way to release pressure and sadness",1
having hobbies and doing physical activities is the best way to keep fit,0
doing some sport and hobbies can prevent us from becoming too fat or short-sighted,1
Looking at the computer screen all day long can make us daze,1
My neighbor Tom once was a computer engineer in a big company,1
He ate fast food everyday and never went out to exercise,1
"When he found out that he was too fat to find a girlfriend, he made up his mind to loose weight",1
He started to jog every morning,1
"After a moth, he is thinner and finds a girlfriend",1
having hobbies and doing sports can refresh our mind,0
doing something for a long time can be boring,1
"at school, students have breaks every class so that they can relax for a few minutes and prepare for the next class",1
Humans are not robots; we can't keep working for twenty-four hours,1
Doing sports or hobbies for a short time can recharge our batteries,1
"we should develop at least one personal hobby, not to show off, but express our emotion when we feel depressed or pressured",0
"Playing musical instrument is a good way, I can play classical guitar",1
"When I meet difficulties in studies, I will take my guitar and play the song Green Sleeves",1
It makes me feel better and gives me the confidence,1
the advantages of upgrading the roads which I mentioned above are totally convincing and indispensable,0
the most possible solution to these problems is improving roads and highways,0
we all know that upgrading public transportation will surely aggravate the pollution and accidents,0
investing in roads and highways can broaden the area and allow more public transportation to work,0
"The buses, cars and trains regularly emit a noxious gas which causes lots of fatal diseases such as lung cancer and pneumonia",1
the sound emanates from the engines can worsen our hearing,1
there are many accidents happening on the roads,1
"in my country, buses are attributed to the cause of skyrocketing of accidents",1
Vietnam has approximately twelve thousand people die of accidents which is equivalent to the death toll of the tsunami in Japan,1
Not only buses but also other personal vehicles can move easily on the roads,1
I always leave school at the time that everybody rushes into the roads and hastily goes home,1
It is extremely troublesome for me to escape from the crowd on the roads in only one hour,1
"if the roads are enlarged, everyone can go home in short time and there are hardly any collisions",1
spending on renovating the highways and roads can improve the quality,0
All of us are afraid of moving on the rough roads with lots of portholes,1
Those bad conditions result in many terrible accidents and make several people feel worried,1
We should not accuse the drivers of causing accidents,1
a part of the responsibility belongs to the authorities,1
"What's more, a smooth surface makes the transportation and movement become safer and easier",1
learning about life through personal experience seems more appropriate,0
the way of learning life through listening to the advice of family and friends is more realistic than the latter,0
Family members such as your parents are experienced in life so they can give you proper and sincere guidance on every aspect of life,1
"And friends, people who are the same generation with you, they are understand your favorite and ability enough to tell you which is suitable for you, which is not",1
"By listening to your family and friends advice, you can definitely avoid many unexpected things",1
finding out life through personal experience can help you become more independent and mature,0
there are so many grate things that you can missed if you don't experience it by yourself,1
a friend told you not to try skydiving because it was so dangerous,1
"If you did as he told, you could fail to see how wonderful it is to be fall freely",1
family and friends accidentally harm you by giving you advice all the time,1
You will grow to be dependent and reliant,1
free yourself and do what you desire without notice about consequences is the way that success people would like to choose,1
growth is a long process that experience is indispensable,1
"experiencing the real life by myself, I could learn more than just obey the advice",0
These changes make cooking so easy-to-use and time-saving as to improve the way we live to a great extent,0
I would assert that this change has improved our life significantly,0
"the time-saving, simple food preparation process gives us more time to do other activities, more chance to select diverse kinds of foods and more willingness to cook meals",0
people have more chance to do other activities they like since food preparation is no longer time-consuming,0
such a change has liberated many housewives from tedious cooking process and gave them additional time to do something more meaningful like accompanying family or doing a job,1
more people can sleep a bit later to go to work,1
they only need a couple of time to prepare for the breakfasts,1
"since food preparation has become easier and more convenient, it is certainly great to preserve diverse kinds of foods at home",0
People can have a variety of dishes even in a small meal and choose whatever they like,1
"More men, on the other hand, are willing to participate in cooking that they had never done before",1
This transformation may bring positive impacts to family in some cases,0
parents are really the best teachers who give us much knowledge and advice,0
parents are the first teachers who teach babies how to walk and speak and make children to become a good person,0
parents provide their children the best social skills and knowledge in order to prepare for their children's future life,0
"children are taught basic things, which influence their whole life, by their parents",0
"As a baby, they do not know any thing all around but they learn everything from their parents",1
Parents always try to explain and describe tenderly all things in simple way so that their baby can understand and learn from that,1
parents bring the whole world of wonderful and colorful thing into their baby's little mind,1
parents train their child how to become a good person,0
They always make their children basically say thanks and apology in the right way,1
it is common that they try to explain who is a good or bad person,1
children are shown how to behave well with others,1
this can influence positively their future children and makes children's behavior better before they face the real world,1
parents' support is one factor which makes people succeed in their life,0
parents are ones who loves their children most and always take care of their children,1
they tend to provide the best knowledge and advice from their experience for children,1
"Unlike a professional, parents always support children and give them much social skill so they can communicate well with others and have good habit in life",1
television has more positive effects than negative effects,0
the television can have violent programs,0
"if children can use Tv programs wisely, there are more positive effects than negative effects",1
I strongly disagree with the statement that television has negative effects on children,0
it has useful and educational programs and quite helpful to relieve stresses for children,1
television has useful and educational programs,0
"Not only the up-to-date news, but also there are many programs which has educational purposes",1
"If children can use those programs wisely, they can learn many information from it",1
"in Korea, there's program called EBS",1
It is targeted for children to teenager,1
We can study subjects through EBS lecture,1
there are many documentary films such as the life of a great man in Korea,1
Using those education programs let people get a lot of inspirations instead of having negative effects,1
Tv is helpful to relieve our stresses,0
Many children have a lot of stresses recently,1
they have so much pressure about study,1
"When they are watching sports programs, it's easy to relieve those stresses",1
I got too much stress from the school,1
I was quite aggressive,1
"After I watch the soccer match between Korea and Japan, the stress was gone",1
this soccer match helped me to continue my academic career in the school,1
it helped me to relieve my stress,1
businesses had better not employ the workers for the whole of their life,0
the employer should not hire the staff for a whole life,0
brilliant bosses are conscious of the need for giving opportunities to diverse employees,0
various ideas and creativity from different people are indispensable for a company to flourish,0
"The invaluable experience of senior employees can pass down to the young apprentices who get used to new job, but regularly give out creative and novel ideas",1
the rapid development in every field nowadays requires precise updates and access to new knowledge,1
the youngsters are capable of meeting those standards,1
"they have activeness, inventiveness and enterprise which allow them to complete their jobs perfectly",1
These vital factors can decide whether the company can thrive or not,1
the staff soon gets boring with their stable job in such a long time,0
"At a certain time, they may presume that a securing job is the most important and necessary",1
they need to earn money to manage their life,1
the bulk of them realize that high promotion and competition can assist them to improve their skills and horizons,1
Many people enjoy challenging them,1
they don not want to be monotonous and passive ones,1
The same-old-same-old environment soon makes them depressed,1
this situation will have an adverse impact on the enterprise,1
the businesses ought to recruit many workers so as to tackle this aching issue,0
the economic crisis and financial recession result in a tremendous increase in unemployment,1
It enables the jobless to better their life and earn a living,1
the factories and companies will have abundant human sources to ensure the pace of manufacture and also devising lots of unique ideas,1
childhood is the happiest period of one's life,0
"It's not only the lack of responsibilities and daily struggle that make childhood the happiest time of our lives, but also factors like learning lots of new things every day and freedom to imagine and say what you think",0
"during our childhood, though responsibilies exist, we are much more free to do what we would like to",0
Being late for school or laughing at a place where you aren't supposed to do not have consequences as serious as that would be if you were an adult,1
"Starting with our adulthood, we are strictly bounded with our responsibilities in our daily lives",1
"We are told at what hour we shall wake up, how we shall dress up and how we shall behave",1
Every action we make are watched closely and judged by the community,1
childhood is the period of time in which a person is surprised most,0
"There are lots of new facts you can learn, stories you can listen to and things you can see",1
Another great thing about being a child is possibility learning new and interesting things about the world you live in every single day,1
Being a child means that you are new in this world and every single thing around you is there to be discovered by you,1
"Children are not judged about the things they say as much as the adults, and freedom to express yourself is a very important for developing a colorful imagination",1
"In adulthood, people are forced to express themselves in boundaries",1
they are in no way free to think or use their imagination,1
Using your imagination and saying what you think freely is another great thing about being a child,0
"Childhood, in several aspects, is the happiest period of our lives",0
"It's not only because of the nature of childhood and children, but also the way our lives are changed when we are adults",0
life changes rapidly,0
"there are many things in the past that we can learn about, such as mistakes, success and knowledge in many fields of study",0
"the past's mistakes, success and knowledge all have crucial impact on people's lives today",0
past obviously saves ourselves a bunch of failures and times,0
"As everyone's life is too short to risk trying anything without any prepare, we all should learn about other's mistakes",1
we can avoid making the same ones,1
"Each mistake, from the smallest to the bigger one, is a treasure of experience, which, if we can make full use of, will make us well-prepared for many complicated situations of our life",1
the predecessors' mistakes are the first thing that we should consider when learning about the past,1
others' accomplishment can be served as the direct way,1
people's success in the past is as significant as those mistakes,0
If the predecessors' mistakes are the indirect way that leads us to the goals,1
"By looking into the ways other people use to achieve their targets, we have the chance to make those mine, put them into practice and, of course, be successful like them",1
"Edison's statement ""Genius is 1 percent inspiration and 99 percent perspiration"" is still helpful for everyone today, and probably in the future",1
"the past is the basis in which people can use to develope new knowledge, inventions",0
"If it had not been for those knowledge in the past, we could never be as modern as today",1
How can America be the world's leading country if Columbus did not accidentally discover it in his search for India,1
How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head,1
They are only some of many precious knowledge that the past presents us,1
We cannot ignore them in any way,1
TV programs are among the popular topics in every day talk as well as a great time for gathering,0
Modern TV has smart system that let you be connected with people,0
watching TV take a lot of your day,0
it makes people meet and start a conversation about what they watch at other times like weather forecast and sport programs,1
people like having meals while they are watching TV,0
Families usually tend to watch television either with each other or friends,0
my friends and I used to sit together and enjoy watching movies using VHS player at nights,1
It was fun and a little bit similar to the cinema,1
TV can be one of communication ways,1
"TV can be connected to multimedia devices that have smart operating system like Google TV, WDTV using Skype, tango and other apps",1
Teenagers can play games online with their friends,1
we can communicate with each other through TV,0
TV helps you to get connected with people,0
TV may take some of your time away from your family and friends,0
it can also make family get together and help to get in conversation,0
it's one way of recent communications,0
it is the best way for teenage children to take a part-time job to prepare their adult life,0
it is an oppertunity to learn how to deal with money,0
"when I was 16, I found a job during summer vacation and earned some money by own",1
"At the beginning of the semester, I was told to buy a text book",1
I spent most of my salary hanging out with my friend,1
"I finally realized that I should learn to make a plan before I spend my money, and that did influence me in my life now",1
"when children get a job, they are able to earn money by themselves, instead of getting pocket money from their parents",1
"by taking a part-time job, they certainly have to be responsible for anything they have done",0
"if a student get a job in a company but he is frequently late for work, the company may reduce his payment or even fire him",1
"To compare with the school life, they might suffer only a small punishment at school",1
"Under the circumstances, he will learn that he has to obey the rule and take responsibility for their work",1
"to help their children to adapt adult life, parents should let them experience it as much as they can",0
to encourage children taking a part-time job is a good choice for them to get prepared for adult life,0
It’s certainly better for children to grow up in a big city,0
"I hold this belief because of two main reasons, academic and social reasons",0
"you won’t know a lot of people, there are gossips everywhere, and your life will be really limited",1
Growing up in the countryside is not such a good experience,0
they will grow up in a good neighborhood of a big city and they will be very happy about it,0
if a child grows up in a big city they will be all day at home at the computer or at the video-game,0
this is not true if you live in a neighborhood with other people about your age as I did,1
"My friends and I used to play soccer, bike, climb trees and do a lot of other stuff every day",1
"We did play video-games, but that wasn't our main activity",1
In a big city there are more kinds of people and more things to do,1
In a big city you have more qualified teachers and a better access to technology,0
He said that he had to study a lot to pass the test to enter the university,1
I have a friend that grew up in the countryside,1
parents are the best teacher,0
Children normally think that their parents are somehow special and that makes them the most important people in the children’s lives,0
the things that parents say have great power to their child,0
More power than any friend or other adult could have,1
"if someone tells a kid that something is wrong and they shouldn't do it, but his father told him/her that it was right, the kid will listen to the father instead of the other person, even if his father is wrong",1
a child normally spends more time with their parents than with other people,1
their parents have more time to teach him/her than anybody else,0
They have more contact and more intimacy with their children,1
"even if the parents don’t intend to teach their children something, they are always observing and learning by themselves",1
"if there is a man that beats his wife and treats her bad, his child probably is going to be rude and treat girls bad",1
children usually mirror themselves on their parents,0
parents are the greatest teachers,0
ease to prepare food has improved people’s lives,0
But people should be careful with what they eat,0
some industrial foods are very bad for their health,1
they should buy only food from well known brands,1
being able to prepare a tasty food just putting it into the microwave or into the oven is awesome,0
they don’t have much time to spend in the kitchen,1
people normally have lots of things to do,1
"if an engineer needs to make a project, but he needs to deliver it tomorrow, he could save hours preparing a food with the microwave instead of cooking everything from scratch",1
"when someone wants to prepare a good food alone for some reason, some time ago he/she would need to be a very good cook to prepare that food, but nowadays is very easy to prepare a healthy and tasty food",0
"if a guy wants to prepare a dinner to his girlfriend, he could just buy some food that comes with instructions",1
Normally you just need to put it into the oven and wait some time,1
universities should provide free of cost education to the interested scholars,0
now-a-days universities with good name charge high fees and this leads one to think about affordability,0
many of the interested scholars failed to get the admission in good universities,1
"they have to think about work along with the studies, and this left them with only one choice, which is work",1
the issue of affordability has become crucial to the students,0
University is more likely to become a money making business,1
"In today’s world education is getting expensive, and people are tending to apply for self-finance education in order to get the admission",1
